ID,IS_ACTIVE,TRANSLATION_SET_ID,IS_CORE,ARTIST_ID,PROJECT_ID,GAID_TYPE_CODE,GAID_TYPE,GAID,CATEGORY_CODE,CATEGORY,TYPE_CODE,TYPE,SUB_TYPE_CODE,SUB_TYPE,COUNTRY_OF_CREATION_CODE,COUNTRY_OF_CREATION,CREATION_DATE,ESTIMATED_PUBLIC_DOMAIN_DATE,MAJOR_GENRE_CODE,MAJOR_GENRE,MINOR_GENRE_CODE,MINOR_GENRE,EXPLICIT_CODE,NON_STANDARD_GENRE,EXPLICIT_RATING,IS_AUTO_CREATE_PRODUCT,IS_THIRD_PARTY_OWNED_REP,IS_COPYRIGHT_LIABILITY,IS_SELLABLE_AS_TRACK,IS_MUSICAL_WORK_BASED,SECURITY_GROUP_ID,PLAY_LENGTH,EDIT_TYPE_CODE,EDIT_TYPE,PRIMARY_LYRICS_LANGUAGE_CODE,PRIMARY_LYRICS_LANGUAGE,COUNTRY_OF_RECORDING_CODE,COUNTRY_OF_RECORDING,MASTERING_LOCATION,IS_INSTRUMENTAL,IS_ARCHIVED,COLOR_DOMAIN_CODE,COLOR_DOMAIN,ARTIST_DISPLAY_TITLE,TITLE,DISPLAY_TITLE,VERSION,VERSION_DESCRIPTION,WORK_DISPLAY_TITLE,SHORT_SYNOPSIS,LONG_SYNOPSIS,KEYWORDS,OCCASION_OR_EVENT,PERFORMANCE_VENUE,TRANSCRIPT_OR_LYRICS,ORCHESTRA_DISPLAY_NAME,TREATMENT,CAPTION,CREATION_LOCATON,GROUP_CODE_OR_COLLECTION,ISRC,NSRA,DUMMY_ASSET_ID,P_CREDIT,WW_REPERTOIRE_OWNER_ID,WW_REPERTOIRE_OWNER_COMPANYNUM,WW_REPERTOIRE_OWNER,PLACE_OF_PUBLICATION,AVAILABLE_IN_CAR,PLATFORM,UNASSIGNED_SALE,SOR_FIN_PROJ_ID,FINANCIAL_COMPANY,FINANCIAL_LABEL,PROJ_ACCTG_ELEMENT_1,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON,IS_DELETED,PRIMARY_PRODUCT_ID,P_YEAR,IS_ORIGINAL,IS_METADATA_COMPLETE,IS_DMD_LOCKED,INTERNAL_COMMENTS,PMO_ID,PMO_CODE,PMO_TITLE,METADATA_LANGUAGE_CODE,METADATA_LANGUAGE,COPYRIGHT_HOLDER_TYPE_CODE,COPYRIGHT_HOLDER_TYPE,COUNTRY_OF_COMMISSIONING_CODE,COUNTRY_OF_COMMISSIONING,AUDIO_PRESENTATION_CODE,AUDIO_PRESENTATION,SUCCESSOR_STATUS_CODE,SUCCESSOR_STATUS,IS_PARTICIPANT_COMPLETE,ADDITIONAL_MAIN_ARTISTS,ORIGINAL_GLOBAL_RELEASE_DATE,IS_CONFIDENTIAL,MDM_TITLE_CLEANED,MDM_ATTRIBUTES_CLEANED,MDM_ARTIST_CLEANED,MDM_ASSET_PARTICIPANT_CLEANED,MDM_ASSET_WORK_PARTICIP_CLEAN,MDM_CREDITS_CLEANED,MDM_CLEANED,MDM_RLS_DATE_CLEANED,CONSUMER_OGRD,MDM_NON_OWNED,MDM_OUT_OF_SCOPE,IS_SPLIT_OWNED
9695997,Y,501,Y,2089732,4403926,243,ISRC,KRA112200023,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:02:02,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,JAMIE,GIRLS,GIRLS,,,GIRLS,,,,,,"Girls just wanna have fun
Girls just wanna get drunk
Boys just wanna get some
Le'get dumb
Le'get dumb (dumb)
 
Ay batta batta run da bases home (ya)
I like it better with da bass down low (ya)
Light as a feather couple drinks need more (so)
Pour a - notha - till it's - full
I'm betta betta than your basic ho (ya)
Way betta betta than ur bae back home (got)
Ice on my sweater and the strangs hang low (so)
So so so
 
Wannabe the cool girl
Whatchu wanna do girl
Snap a quick vid of me
Dancin' by the pool girl
 
Pull up on the weekend like my birthday ya
Boy he really need it cuz he thirsty ya
Now he got me drinkin' and he hot so
 
Pour a - notha - till it's - full
I'm betta betta than your basic ho (ya)
Way betta betta than ur bae back home (got)
Ice on my sweater and the strangs hang low (so)
So so so",,,,,,KRA112200023,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:22.000,1749,2023-01-19 21:53:01.000,N,11272636,2022,Y,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9695997,Y,527,N,2089732,4403926,243,ISRC,KRA112200023,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:02:02,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,제이미,GIRLS,GIRLS,,,GIRLS,,,,,,"Girls just wanna have fun
Girls just wanna get drunk
Boys just wanna get some
Le'get dumb
Le'get dumb (dumb)
 
Ay batta batta run da bases home (ya)
I like it better with da bass down low (ya)
Light as a feather couple drinks need more (so)
Pour a - notha - till it's - full
I'm betta betta than your basic ho (ya)
Way betta betta than ur bae back home (got)
Ice on my sweater and the strangs hang low (so)
So so so
 
Wannabe the cool girl
Whatchu wanna do girl
Snap a quick vid of me
Dancin' by the pool girl
 
Pull up on the weekend like my birthday ya
Boy he really need it cuz he thirsty ya
Now he got me drinkin' and he hot so
 
Pour a - notha - till it's - full
I'm betta betta than your basic ho (ya)
Way betta betta than ur bae back home (got)
Ice on my sweater and the strangs hang low (so)
So so so",,,,,,KRA112200023,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:23.000,1749,2023-01-19 21:53:02.000,N,11272636,2022,N,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9695998,Y,501,Y,2089732,4403926,243,ISRC,KRA112200024,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:03:05,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,JAMIE,3D Woman,3D Woman,,,3D Woman,,,,,,"They're chasing my high 
Bending over backwards 
All the way to forty five
Yeah while I'm in the bathtub 
I'm just soaking up my life (iiiiiii) 
And I aint gotta try (iiiii) 
 
Got em captivated 
Like the diamond on my bracelet 
You can't miss her she glitters in the dark 
 
Cus they watch me while i'm walking 
But they listen while i'm talking 
Baby all of these dimensions 
More than you ever thought 
 
Oh I 
I'm a 3D woman 
Oh I 
Yeah you know that's how I do it 
Good things come in threes 
I'm a boss n I'm hot n I'm sweet yeah 
Oh I 
Oh I'm 
A 3D woman 
Oh I 
 
(Oh this)
Oh it's a skirt suit 
Working 9 to 5 
Protect my heart so its bullet proof
Tryna break my wall
I'll let you up but you can't get through (ooh) 
Only if I choose you (oooh) 
 ",,,,,,KRA112200024,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:23.000,1749,2023-01-19 21:53:02.000,N,11272637,2022,Y,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9695998,Y,527,N,2089732,4403926,243,ISRC,KRA112200024,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:03:05,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,제이미,3D Woman,3D Woman,,,3D Woman,,,,,,"They're chasing my high 
Bending over backwards 
All the way to forty five
Yeah while I'm in the bathtub 
I'm just soaking up my life (iiiiiii) 
And I aint gotta try (iiiii) 
 
Got em captivated 
Like the diamond on my bracelet 
You can't miss her she glitters in the dark 
 
Cus they watch me while i'm walking 
But they listen while i'm talking 
Baby all of these dimensions 
More than you ever thought 
 
Oh I 
I'm a 3D woman 
Oh I 
Yeah you know that's how I do it 
Good things come in threes 
I'm a boss n I'm hot n I'm sweet yeah 
Oh I 
Oh I'm 
A 3D woman 
Oh I 
 
(Oh this)
Oh it's a skirt suit 
Working 9 to 5 
Protect my heart so its bullet proof
Tryna break my wall
I'll let you up but you can't get through (ooh) 
Only if I choose you (oooh) 
 ",,,,,,KRA112200024,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:23.000,1749,2023-01-19 21:53:02.000,N,11272637,2022,N,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9695999,Y,501,Y,2089732,4403926,243,ISRC,KRA112200025,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1216,,Parental Advisory,N,N,,N,Y,1000088,000:02:45,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,JAMIE,In My Bag,In My Bag,,,In My Bag,,,,,,"I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag
 
What I am 
Lit
All these bitches
Talkin shit
When I pull up with the clique
Skrrrt Skrrrt 
Then I dip
I been surfin on the wave
All these bitches in my way 
Killin it, grave
Wipe that look up off ya face
Yipppy kaayyy on rodeo
Spent all my money I'm paid tho 
Flexin all up on you hoes
Stackin pesos in Mexico
I be dripping sauce on youuuuu
Steady steady makin moves
Stacking checks up with the crew 
Now what the fuck you gon do 
 
I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag
 
I just be up on a plane
Sipping drippin lookin clean
You just up on a train
Wishing that you could be me
Yeah yeah my pockets swole
Yeah yeah they full of gold 
Yeah yeah the holy ghost 
You only need Jesus for you to level up
 
Pull up in that cooooooouuupe
You in that Mini Cooper
Oh no you in the uber
But you ain't got dough to do it
I'm in that coooooooooouuuupe
 
Steady steady makin moves
Stacking checks up with the crew 
Now what the fuck you gon do 
 
I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag",,,,,,KRA112200025,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:24.000,1749,2023-01-19 21:53:02.000,N,11272638,2022,Y,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9695999,Y,527,N,2089732,4403926,243,ISRC,KRA112200025,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1216,,Parental Advisory,N,N,,N,Y,1000088,000:02:45,,,4382,English,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,제이미,In My Bag,In My Bag,,,In My Bag,,,,,,"I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag
 
What I am 
Lit
All these bitches
Talkin shit
When I pull up with the clique
Skrrrt Skrrrt 
Then I dip
I been surfin on the wave
All these bitches in my way 
Killin it, grave
Wipe that look up off ya face
Yipppy kaayyy on rodeo
Spent all my money I'm paid tho 
Flexin all up on you hoes
Stackin pesos in Mexico
I be dripping sauce on youuuuu
Steady steady makin moves
Stacking checks up with the crew 
Now what the fuck you gon do 
 
I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag
 
I just be up on a plane
Sipping drippin lookin clean
You just up on a train
Wishing that you could be me
Yeah yeah my pockets swole
Yeah yeah they full of gold 
Yeah yeah the holy ghost 
You only need Jesus for you to level up
 
Pull up in that cooooooouuupe
You in that Mini Cooper
Oh no you in the uber
But you ain't got dough to do it
I'm in that coooooooooouuuupe
 
Steady steady makin moves
Stacking checks up with the crew 
Now what the fuck you gon do 
 
I'm in my
Bag
I'm in my 
Bag
All these bitches
Mad
When I pull up in the 
Jag
Roll it roll it 
Den we light it up 
Pour it pour it 
Bouta fuck it up 
I'm in my
Bag
I'm in my 
Bag",,,,,,KRA112200025,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:24.000,1749,2023-01-19 21:53:02.000,N,11272638,2022,N,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9696000,Y,501,Y,2089732,4403926,243,ISRC,KRA112200026,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1216,,Parental Advisory,N,N,,N,Y,1000088,000:03:32,,,4500,Korean,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,JAMIE,Bedtime Story (feat. GEMINI),Bedtime Story (feat. GEMINI),,,Bedtime Story,,,,,,"Take it off 
Yeah my body's movin' faster 
우린 시간 없어
 
She's just a lil' distraction 
Open up your option 
I don't know what's wrong shit
Yeah it just makes it worse 
 
Our room is just full of echos 
And echos and
Your voice is makin all these blank holes blank holes 
 
너가 원하면 make it right 
밤에 대화 its makin me wet 
나를 원하면 move it tight move it tight 
 
I'm just counting numbers like 1 2 3 
멈추지마 lick on me 
When you call my name 
내일이 없듯이 
I want you to go faster and faster
 
(yay) Pull me up pull me up
Won't you fill me up fill me up 
Hit me up hit me up (yeah)
 
Oh I know this is crazy I just need you 
Oh I know this is crazy I just need you baby
Fill me up fill me up fill me up fill me up
 
잠들지 않아
다음날 해가 뜨기 전에
Your emotion, devotion (Oh)
Take it off, babe
Tell me how you wanna make up tonight
All alone in this room, babe
 
너의 밤을 끌어안고서 올라 너의 Yacht
파도가 치듯 너의 진동은 더 커져가
I can feel your heart is beating 
Let me make you mine I mean it  
I just wanna love baby
 
Fill me up with your eyes and your echos (Oh echos)
이 안에 우리 몸의 대화 계속 울려 퍼지듯이 Oh baby
I love it love it
가까워지는 이 순간
Don't slow it down, take it all you want it now
 
(yay) Pull me up pull me up
Won't you fill me up fill me up (yeah)
Hit me up hit me up (yeah)
 
Oh I know this is crazy I just need you 
Oh I know this is crazy I just need you baby
Fill me up fill me up fill me up fill me up 
 
Wet drunk sex 
Hot bath with soap on my body 
Okay 다시 누워 침대로 repeatedly 
잊혀져 오늘밤이 
물어뜯어",,,,,,KRA112200026,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:25.000,1749,2023-01-19 21:53:02.000,N,11272639,2022,Y,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,GEMINI,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9696000,Y,527,N,2089732,4403926,243,ISRC,KRA112200026,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1216,,Parental Advisory,N,N,,N,Y,1000088,000:03:32,,,4500,Korean,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,제이미,Bedtime Story (feat. GEMINI),Bedtime Story (feat. GEMINI),,,Bedtime Story,,,,,,"Take it off 
Yeah my body's movin' faster 
우린 시간 없어
 
She's just a lil' distraction 
Open up your option 
I don't know what's wrong shit
Yeah it just makes it worse 
 
Our room is just full of echos 
And echos and
Your voice is makin all these blank holes blank holes 
 
너가 원하면 make it right 
밤에 대화 its makin me wet 
나를 원하면 move it tight move it tight 
 
I'm just counting numbers like 1 2 3 
멈추지마 lick on me 
When you call my name 
내일이 없듯이 
I want you to go faster and faster
 
(yay) Pull me up pull me up
Won't you fill me up fill me up 
Hit me up hit me up (yeah)
 
Oh I know this is crazy I just need you 
Oh I know this is crazy I just need you baby
Fill me up fill me up fill me up fill me up
 
잠들지 않아
다음날 해가 뜨기 전에
Your emotion, devotion (Oh)
Take it off, babe
Tell me how you wanna make up tonight
All alone in this room, babe
 
너의 밤을 끌어안고서 올라 너의 Yacht
파도가 치듯 너의 진동은 더 커져가
I can feel your heart is beating 
Let me make you mine I mean it  
I just wanna love baby
 
Fill me up with your eyes and your echos (Oh echos)
이 안에 우리 몸의 대화 계속 울려 퍼지듯이 Oh baby
I love it love it
가까워지는 이 순간
Don't slow it down, take it all you want it now
 
(yay) Pull me up pull me up
Won't you fill me up fill me up (yeah)
Hit me up hit me up (yeah)
 
Oh I know this is crazy I just need you 
Oh I know this is crazy I just need you baby
Fill me up fill me up fill me up fill me up 
 
Wet drunk sex 
Hot bath with soap on my body 
Okay 다시 누워 침대로 repeatedly 
잊혀져 오늘밤이 
물어뜯어",,,,,,KRA112200026,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:25.000,1749,2023-01-19 21:53:02.000,N,11272639,2022,N,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,GEMINI,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9696001,Y,501,Y,2089732,4403926,243,ISRC,KRA112200027,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:03:03,,,4500,Korean,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,JAMIE,Honesty (0822),Honesty (0822),,,Honesty (0822),,,,,,"널 너무 많이 
좋아한 마음이
오히려 독이 된걸까 
 
I was being honest 
솔직한 말들이
너는 그게 부담이 된걸까 
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
같은 길에서
걷고 있어도 
다른 맘으로 우린 걷고 있는데 
넌 아무래도 너가 더 중요한게 
나는 보여서 어쩔줄을 난
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
널 너무 많이 
좋아한 마음이
오히려 독이 된걸까 
 
I was being honest 
솔직한 말들이
너는 그게 부담이 된걸까 
오히려
",,,,,,KRA112200027,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:26.000,1749,2023-01-19 21:53:03.000,N,11272640,2022,Y,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9696001,Y,527,N,2089732,4403926,243,ISRC,KRA112200027,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,,,2753,R&B,,,1219,,Not Explicit,N,N,,N,Y,1000088,000:03:03,,,4500,Korean,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",,,,,,제이미,Honesty (0822),Honesty (0822),,,Honesty (0822),,,,,,"널 너무 많이 
좋아한 마음이
오히려 독이 된걸까 
 
I was being honest 
솔직한 말들이
너는 그게 부담이 된걸까 
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
같은 길에서
걷고 있어도 
다른 맘으로 우린 걷고 있는데 
넌 아무래도 너가 더 중요한게 
나는 보여서 어쩔줄을 난
 
내가 바란건 큰게 아니야 
그냥 우리가 같은 속도이길 원해
내가 원한건 이런게 아니야 
아프면서 하는 사랑은 사랑이 아니야 
 
널 너무 많이 
좋아한 마음이
오히려 독이 된걸까 
 
I was being honest 
솔직한 말들이
너는 그게 부담이 된걸까 
오히려
",,,,,,KRA112200027,,,2022 Warner Music Korea Ltd.,,,,,,,,,,,,1010503,2022-09-28 07:03:26.000,1749,2023-01-19 21:53:03.000,N,11272640,2022,N,Y,Y,Immersive Audio,1007017,6500,WM Korea,1008827,English,,,4116,"KOREA, REPUBLIC OF (SOUTH KOREA)",1013065,MQS Stereo,,,N,,2022-10-05 00:00:00.000,N,,,,,,,,,2022-10-05 00:00:00.000,,,N
9696002,Y,501,Y,2247770,4403942,243,ISRC,NLF712200057,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,1023167,African,,,1219,,Not Explicit,N,Y,,N,Y,1000127,000:03:44,,,4382,English,4154,NETHERLANDS,,,,,,THEMBA,Reflections (feat. Thoko),Reflections (feat. Thoko) [Black Coffee Remix],Black Coffee Remix,,Reflections,,,,,,,,,,,,NLF712200057,,,,,,,,,,,,,,,1010422,2022-09-28 07:13:25.000,5,2025-03-03 14:13:25.000,N,11500486,,Y,Y,Y,,1007056,7450,WM Italy,1008827,English,,,,,,,,,N,,2023-03-03 00:00:00.000,N,,,,,,,,,2023-03-03 00:00:00.000,N,N,N
9696003,Y,501,Y,2198542,4631959,243,ISRC,ING642203080,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,1021449,Devotional,,,1218,,No Advice Available,N,Y,,N,Y,1001060,000:04:08,,,4301,Bhojpuri,,,,,,,,Anand Mohan,Mayariya Fera Najariya Ho,Mayariya Fera Najariya Ho,,,Mayariya Fera Najariya Ho,,,,,,,,,,,,ING642203080,,,2022 Music Wide LLP-INS,1918574,8225-ZVQ,Music Wide LLP,,,,,,,,,1010982,2022-09-28 07:13:25.000,1003462,2025-01-29 12:52:40.000,N,11272643,2022,Y,Y,Y,,1912444,8245,ADA India,1017305,Hindi,1009528,WMG is not Copyright Holder,,,,,,,N,,2022-09-27 00:00:00.000,N,,,,,,,,,2022-09-27 00:00:00.000,N,N,N
9696004,Y,501,Y,2247771,4624364,243,ISRC,ING642203087,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,1021449,Devotional,,,1218,,No Advice Available,N,Y,,N,Y,1001060,000:03:44,,,4301,Bhojpuri,,,,,,,,Bhagirath Pathak Urf Bholu,Bacha Chor Kidni Chorwan Ke Mai Tu Sanghar Kara Ho,Bacha Chor Kidni Chorwan Ke Mai Tu Sanghar Kara Ho,,,Bacha Chor Kidni Chorwan Ke Mai Tu Sanghar Kara Ho,,,,,,,,,,,,ING642203087,,,2022 Bhagirath Pathak Official,1909917,8225-GDB,Bhagirath Pathak Official,,,,,,,,,1010982,2022-09-28 07:13:25.000,1003462,2025-01-29 12:32:36.000,N,11272645,2022,Y,Y,Y,,1912444,8245,ADA India,1017305,Hindi,1009528,WMG is not Copyright Holder,,,,,,,N,,2022-09-27 00:00:00.000,N,,,,,,,,,2022-09-27 00:00:00.000,N,N,N
9696005,Y,501,Y,1046050,4371508,243,ISRC,ES6172222213,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2751,Pop,,,1218,,No Advice Available,N,Y,,N,Y,1000145,000:02:41,,,4705,Spanish,4203,SPAIN,,,,,,Ilegales,La fiesta,La fiesta (2022 Remaster),2022 Remaster,,La fiesta,,,,,,"Llegamos a fiesta,
sin estar invitados.
Llegamos a la fiesta,
todos muy maqueados.
Nos comimos a tu amiga,
nos bebimos su bebida.
Metimos manos a las chicas.
Llegamos a fiesta,
sin estar invitados.
Llegamos a la fiesta,
todos muy bien peinados.
Y nos emborrachamos,
todos nos colocamos.
Metimos mano a las chicas.
Voy a dar una fiesta,
y no os voy a invitar.
Pero quiero que vengáis,
y que entréis por la cara.
Que os comáis mi comida,
que os bebáis mi bebida.
Y metáis mano a las chicas.
Voy a dar una fiesta.
Voy a dar una fiesta.
Pero no estás invitado.",,,,,,ES6172222213,,,2022 La Casa del Misterio/Peer Music,1878986,7735-113,La Rabia de Vivir SL,,,,,,,,,1508,2022-09-28 07:13:25.000,8,2025-06-05 03:13:14.000,N,11272671,2022,Y,Y,Y,,1007074,7720,WM Spain,1008828,Spanish,1009528,WMG is not Copyright Holder,4203,SPAIN,,,,,N,,1982-10-21 00:00:00.000,N,,,,,,,,,1982-10-21 00:00:00.000,N,N,N
9696006,Y,501,Y,1859128,3650915,243,ISRC,HKE672200670,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,2014-11-11 00:00:00.000,,2751,Pop,1013605,Mandopop,1219,,Not Explicit,N,N,,N,Y,1000078,000:03:52,,,4382,English,4044,CHINA,,,,,,TIA RAY,T.I.A. (This Is Amazing),T.I.A. (This Is Amazing),,,T.I.A. (This is Amazing),,,,,,,,,,,,HKE672200670,,,2014 Warner Music Beijing Co. Ltd.,1004971,6165,Asia Warner (Beijing) Music Ent. Co. Ltd,,,,,,,,,1010503,2022-09-28 07:13:26.000,1749,2023-08-01 23:53:50.000,N,11272675,2014,Y,Y,Y,Immersive Audio,1007007,6165,Asia Warner (Beijing) Music Ent. Co. Ltd,1008827,English,1009525,WMG is Original Copyright,4044,CHINA,1013065,MQS Stereo,,,N,,2014-11-18 00:00:00.000,N,,,,,,,,,2014-11-18 00:00:00.000,,,N
9696006,Y,531,N,1859128,3650915,243,ISRC,HKE672200670,247,Audio,255,Sound Recording (Music Work),1020625,Immersive Audio,,,2014-11-11 00:00:00.000,,2751,Pop,1013605,Mandopop,1219,,Not Explicit,N,N,,N,Y,1000078,000:03:52,,,4382,English,4044,CHINA,,,,,,袁娅维,T.I.A. (This Is Amazing),T.I.A. (This Is Amazing),,,T.I.A. (This is Amazing),,,,,,,,,,,,HKE672200670,,,2014 Warner Music Beijing Co. Ltd.,1004971,6165,Asia Warner (Beijing) Music Ent. Co. Ltd,,,,,,,,,1010503,2022-09-28 07:13:26.000,1749,2023-08-01 23:53:50.000,N,11272675,2014,N,Y,Y,Immersive Audio,1007007,6165,Asia Warner (Beijing) Music Ent. Co. Ltd,1008827,English,1009525,WMG is Original Copyright,4044,CHINA,1013065,MQS Stereo,,,N,,2014-11-18 00:00:00.000,N,,,,,,,,,2014-11-18 00:00:00.000,,,N
