ID,IS_ACTIVE,TRANSLATION_SET_ID,IS_CORE,ARTIST_ID,PROJECT_ID,GAID_TYPE_CODE,GAID_TYPE,GAID,CATEGORY_CODE,CATEGORY,TYPE_CODE,TYPE,SUB_TYPE_CODE,SUB_TYPE,COUNTRY_OF_CREATION_CODE,COUNTRY_OF_CREATION,CREATION_DATE,ESTIMATED_PUBLIC_DOMAIN_DATE,MAJOR_GENRE_CODE,MAJOR_GENRE,MINOR_GENRE_CODE,MINOR_GENRE,EXPLICIT_CODE,NON_STANDARD_GENRE,EXPLICIT_RATING,IS_AUTO_CREATE_PRODUCT,IS_THIRD_PARTY_OWNED_REP,IS_COPYRIGHT_LIABILITY,IS_SELLABLE_AS_TRACK,IS_MUSICAL_WORK_BASED,SECURITY_GROUP_ID,PLAY_LENGTH,EDIT_TYPE_CODE,EDIT_TYPE,PRIMARY_LYRICS_LANGUAGE_CODE,PRIMARY_LYRICS_LANGUAGE,COUNTRY_OF_RECORDING_CODE,COUNTRY_OF_RECORDING,MASTERING_LOCATION,IS_INSTRUMENTAL,IS_ARCHIVED,COLOR_DOMAIN_CODE,COLOR_DOMAIN,ARTIST_DISPLAY_TITLE,TITLE,DISPLAY_TITLE,VERSION,VERSION_DESCRIPTION,WORK_DISPLAY_TITLE,SHORT_SYNOPSIS,LONG_SYNOPSIS,KEYWORDS,OCCASION_OR_EVENT,PERFORMANCE_VENUE,TRANSCRIPT_OR_LYRICS,ORCHESTRA_DISPLAY_NAME,TREATMENT,CAPTION,CREATION_LOCATON,GROUP_CODE_OR_COLLECTION,ISRC,NSRA,DUMMY_ASSET_ID,P_CREDIT,WW_REPERTOIRE_OWNER_ID,WW_REPERTOIRE_OWNER_COMPANYNUM,WW_REPERTOIRE_OWNER,PLACE_OF_PUBLICATION,AVAILABLE_IN_CAR,PLATFORM,UNASSIGNED_SALE,SOR_FIN_PROJ_ID,FINANCIAL_COMPANY,FINANCIAL_LABEL,PROJ_ACCTG_ELEMENT_1,CREATED_BY,CREATED_ON,LAST_MODIFIED_BY,LAST_MODIFIED_ON,IS_DELETED,PRIMARY_PRODUCT_ID,P_YEAR,IS_ORIGINAL,IS_METADATA_COMPLETE,IS_DMD_LOCKED,INTERNAL_COMMENTS,PMO_ID,PMO_CODE,PMO_TITLE,METADATA_LANGUAGE_CODE,METADATA_LANGUAGE,COPYRIGHT_HOLDER_TYPE_CODE,COPYRIGHT_HOLDER_TYPE,COUNTRY_OF_COMMISSIONING_CODE,COUNTRY_OF_COMMISSIONING,AUDIO_PRESENTATION_CODE,AUDIO_PRESENTATION,SUCCESSOR_STATUS_CODE,SUCCESSOR_STATUS,IS_PARTICIPANT_COMPLETE,ADDITIONAL_MAIN_ARTISTS,ORIGINAL_GLOBAL_RELEASE_DATE,IS_CONFIDENTIAL,MDM_TITLE_CLEANED,MDM_ATTRIBUTES_CLEANED,MDM_ARTIST_CLEANED,MDM_ASSET_PARTICIPANT_CLEANED,MDM_ASSET_WORK_PARTICIP_CLEAN,MDM_CREDITS_CLEANED,MDM_CLEANED,MDM_RLS_DATE_CLEANED,CONSUMER_OGRD,MDM_NON_OWNED,MDM_OUT_OF_SCOPE,IS_SPLIT_OWNED
9695719,Y,501,Y,2247719,4403865,243,ISRC,QZ93L1821800,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:31,,,4382,English,,,,,,,,DRAZI,Cuttin the Tie,Cuttin the Tie,,,,,,,,,,,,,,,QZ93L1821800,,,2018 Babylon Records,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:51.000,1015082,2024-05-11 01:33:56.000,N,11272272,2018,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2018-10-25 00:00:00.000,N,,,,,,,,,2018-10-25 00:00:00.000,N,N,N
9695720,Y,501,Y,2247719,4403865,243,ISRC,QZ93L1821798,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:01:03,,,4382,English,,,,,,,,DRAZI,Radar,Radar,,,,,,,,,,,,,,,QZ93L1821798,,,2018 Babylon Records,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:51.000,1015082,2024-05-11 01:33:56.000,N,11272270,2018,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2018-10-25 00:00:00.000,N,,,,,,,,,2018-10-25 00:00:00.000,N,N,N
9695721,Y,501,Y,2205539,4325432,243,ISRC,QZ93L2107143,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2719,Electronica,2993,New Age,1219,,Not Explicit,N,Y,,N,N,1000011,000:03:50,,,4382,English,,,,,,,,Mi-Zu,Blurry Skies,Blurry Skies,,,,,,,,,,,,,,,QZ93L2107143,,,2021 Dream Eaters Club,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272275,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-07-09 00:00:00.000,N,,,,,,,,,2021-07-09 00:00:00.000,N,N,N
9695722,Y,501,Y,2247724,4403866,243,ISRC,QZ93L2118054,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,3060,R&B,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:57,,,4382,English,,,,,,,,Via DeRoche,Take Care,Take Care,,,,,,,,,,,,,,,QZ93L2118054,,,2021 Via DeRoche,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272277,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-06-18 00:00:00.000,N,,,,,,,,,2021-06-18 00:00:00.000,N,N,N
9695723,Y,501,Y,2247492,4403202,243,ISRC,QZ93L2117303,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2751,Pop,2933,Pop,1219,,Not Explicit,N,Y,,N,N,1000011,000:03:53,,,4382,English,,,,,,,,Indiivia,Eagle,Eagle,,,,,,,,,,,,,,,QZ93L2117303,,,2021 Indiivia,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272279,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-05-27 00:00:00.000,N,,,,,,,,,2021-05-27 00:00:00.000,N,N,N
9695724,Y,501,Y,2247722,4403867,243,ISRC,QZ93L1957460,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:41,,,4382,English,,,,,,,,Matthew David,Love Like U,Love Like U,,,,,,,,,,,,,,,QZ93L1957460,,,2019 Matthew David,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272283,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-08-26 00:00:00.000,N,,,,,,,,,2019-08-26 00:00:00.000,N,N,N
9695725,Y,501,Y,2216590,4344960,243,ISRC,QZ93L1971358,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2714,Dance,2775,Acid House,1219,,Not Explicit,N,Y,,N,N,1000011,000:05:00,,,4382,English,,,,,,,,Jilt Music,Hot for You,Hot for You,,,,,,,,,,,,,,,QZ93L1971358,,,2019 Jilt Music,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272281,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-11-21 00:00:00.000,N,,,,,,,,,2019-11-21 00:00:00.000,N,N,N
9695726,Y,501,Y,2247722,4403867,243,ISRC,QZ93L1957461,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:59,,,4382,English,,,,,,,,Matthew David,Down 4 Me,Down 4 Me,,,,,,,,,,,,,,,QZ93L1957461,,,2019 Matthew David,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272285,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-08-26 00:00:00.000,N,,,,,,,,,2019-08-26 00:00:00.000,N,N,N
9695727,Y,501,Y,2247722,4403867,243,ISRC,QZ93L1957462,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:51,,,4382,English,,,,,,,,Matthew David,Save My Soul,Save My Soul,,,,,,,,,,,,,,,QZ93L1957462,,,2019 Matthew David,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:52.000,1015082,2024-05-11 01:33:56.000,N,11272286,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-08-26 00:00:00.000,N,,,,,,,,,2019-08-26 00:00:00.000,N,N,N
9695728,Y,501,Y,2247722,4403867,243,ISRC,QZ93L1957459,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:46,,,4382,English,,,,,,,,Matthew David,Punkstar,Punkstar,,,,,,,,,,,,,,,QZ93L1957459,,,2019 Matthew David,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272284,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-08-26 00:00:00.000,N,,,,,,,,,2019-08-26 00:00:00.000,N,N,N
9695729,Y,501,Y,2150353,4345125,243,ISRC,QZ93L2050724,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2751,Pop,2933,Pop,1219,,Not Explicit,N,Y,,N,N,1000011,000:03:20,,,4705,Spanish,,,,,,,,Josefina,Al Santo Equivocado,Al Santo Equivocado,,,,,,,,,,,,,,,QZ93L2050724,,,2020 Josefina,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272288,2020,Y,Y,Y,,1864350,2204,Level,1008828,Spanish,,,,,,,,,N,,2020-10-05 00:00:00.000,N,,,,,,,,,2020-10-05 00:00:00.000,N,N,N
9695730,Y,501,Y,2247726,4403868,243,ISRC,QZ93L1953172,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2754,Rap/Hip Hop,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:03:19,,,4382,English,,,,,,,,SwaySway,Luv Hurts,Luv Hurts,,,,,,,,,,,,,,,QZ93L1953172,,,2019 SwaySway,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272290,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-07-12 00:00:00.000,N,,,,,,,,,2019-07-12 00:00:00.000,N,N,N
9695731,Y,501,Y,2208095,4520958,243,ISRC,QZ93L2032436,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2754,Rap/Hip Hop,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:09,,,4382,English,,,,,,,,Stel the pagliazzo,Erase (feat. Jensen),Erase (feat. Jensen),,,,,,,,,,,,,,,QZ93L2032436,,,"2020 Pvwnbroker, Stel the pagliazzo",1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272293,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-07-30 00:00:00.000,N,,,,,,,,,2020-07-30 00:00:00.000,N,N,N
9695732,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105915,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:46,,,4382,English,,,,,,,,Lofi Lance,Golden Train,Golden Train,,,,,,,,,,,,,,,QZ93L2105915,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272302,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695733,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105918,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:37,,,4382,English,,,,,,,,Lofi Lance,True Sounds,True Sounds,,,,,,,,,,,,,,,QZ93L2105918,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272297,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695734,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105926,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:44,,,4382,English,,,,,,,,Lofi Lance,Slack Off Spirit,Slack Off Spirit,,,,,,,,,,,,,,,QZ93L2105926,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:53.000,1015082,2024-05-11 01:33:57.000,N,11272305,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695735,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105921,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:04,,,4382,English,,,,,,,,Lofi Lance,Cool Off Night,Cool Off Night,,,,,,,,,,,,,,,QZ93L2105921,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272306,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695736,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105925,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:07,,,4382,English,,,,,,,,Lofi Lance,Favorite Story,Favorite Story,,,,,,,,,,,,,,,QZ93L2105925,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272301,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695737,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105923,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:25,,,4382,English,,,,,,,,Lofi Lance,Softer Evening,Softer Evening,,,,,,,,,,,,,,,QZ93L2105923,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272310,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695738,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105919,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:40,,,4382,English,,,,,,,,Lofi Lance,Quiet Blues,Quiet Blues,,,,,,,,,,,,,,,QZ93L2105919,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272304,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695739,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105917,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:35,,,4382,English,,,,,,,,Lofi Lance,Clarity Affair,Clarity Affair,,,,,,,,,,,,,,,QZ93L2105917,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272298,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695740,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105924,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:22,,,4382,English,,,,,,,,Lofi Lance,What A Skies,What A Skies,,,,,,,,,,,,,,,QZ93L2105924,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:54.000,1015082,2024-05-11 01:33:57.000,N,11272303,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695741,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105922,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:28,,,4382,English,,,,,,,,Lofi Lance,Clear Snow,Clear Snow,,,,,,,,,,,,,,,QZ93L2105922,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272300,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695742,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105920,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:55,,,4382,English,,,,,,,,Lofi Lance,Lounge Escape,Lounge Escape,,,,,,,,,,,,,,,QZ93L2105920,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272308,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695743,Y,501,Y,1037281,4403825,243,ISRC,QZ93L2038440,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2751,Pop,2933,Pop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:16,,,4382,English,,,,,,,,Howling Wolf,Reckless,Reckless,,,,,,,,,,,,,,,QZ93L2038440,,,2020 Pack Of The Noble Wolves,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272295,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-07-28 00:00:00.000,N,,,,,,,,,2020-07-28 00:00:00.000,N,N,N
9695744,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105916,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:01:11,,,4382,English,,,,,,,,Lofi Lance,Time For Spirit,Time For Spirit,,,,,,,,,,,,,,,QZ93L2105916,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272299,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695745,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105914,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:06,,,4382,English,,,,,,,,Lofi Lance,Deep Space,Deep Space,,,,,,,,,,,,,,,QZ93L2105914,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272307,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695746,Y,501,Y,2216614,4344983,243,ISRC,QZ93L2105913,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:58,,,4382,English,,,,,,,,Lofi Lance,Balance,Balance,,,,,,,,,,,,,,,QZ93L2105913,,,2021 Lofi Lance,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272309,2021,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2021-02-26 00:00:00.000,N,,,,,,,,,2021-02-26 00:00:00.000,N,N,N
9695747,Y,501,Y,2247723,4403871,243,ISRC,QZ93L2041964,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:52,,,4382,English,,,,,,,,ZEU$,Intensity,Intensity,,,,,,,,,,,,,,,QZ93L2041964,,,2020 $$$masterminds$$$,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:55.000,1015082,2024-05-11 01:33:57.000,N,11272316,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-08-13 00:00:00.000,N,,,,,,,,,2020-08-13 00:00:00.000,N,N,N
9695748,Y,501,Y,2247723,4403871,243,ISRC,QZ93L2041966,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:30,,,4382,English,,,,,,,,ZEU$,Jealousy,Jealousy,,,,,,,,,,,,,,,QZ93L2041966,,,2020 $$$masterminds$$$,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272312,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-08-13 00:00:00.000,N,,,,,,,,,2020-08-13 00:00:00.000,N,N,N
9695749,Y,501,Y,2247723,4403871,243,ISRC,QZ93L2041965,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:14,,,4382,English,,,,,,,,ZEU$,Concluded,Concluded,,,,,,,,,,,,,,,QZ93L2041965,,,2020 $$$masterminds$$$,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272314,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-08-13 00:00:00.000,N,,,,,,,,,2020-08-13 00:00:00.000,N,N,N
9695750,Y,501,Y,2247723,4403871,243,ISRC,QZ93L2041963,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:27,,,4382,English,,,,,,,,ZEU$,Vague,Vague,,,,,,,,,,,,,,,QZ93L2041963,,,2020 $$$masterminds$$$,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272313,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-08-13 00:00:00.000,N,,,,,,,,,2020-08-13 00:00:00.000,N,N,N
9695751,Y,501,Y,2247723,4403871,243,ISRC,QZ93L2041962,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2698,Adult Contemporary,2968,Hip Hop,1219,,Not Explicit,N,Y,,N,N,1000011,000:02:45,,,4382,English,,,,,,,,ZEU$,Currency,Currency,,,,,,,,,,,,,,,QZ93L2041962,,,2020 $$$masterminds$$$,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272315,2020,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2020-08-13 00:00:00.000,N,,,,,,,,,2020-08-13 00:00:00.000,N,N,N
9695752,Y,501,Y,2212912,4338495,243,ISRC,QZ93L2200383,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2751,Pop,2933,Pop,1219,,Not Explicit,N,Y,,N,N,1000011,000:00:44,,,4382,English,,,,,,,,Jertyabeats,Free Delusion,Free Delusion,,,,,,,,,,,,,,,QZ93L2200383,,,2022 Jertyabeats,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272318,2022,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2022-01-05 00:00:00.000,N,,,,,,,,,2022-01-05 00:00:00.000,N,N,N
9695753,Y,501,Y,2247727,4403872,243,ISRC,QZ93L1968446,247,Audio,255,Sound Recording (Music Work),1237,Sound Recording,,,,,2754,Rap/Hip Hop,2968,Hip Hop,1216,,Parental Advisory,N,Y,,N,N,1000011,000:02:49,,,4382,English,,,,,,,,Dan MunJA,Good Time,Good Time,,,,,,,,,,,,,,,QZ93L1968446,,,2019 Dan MunJA,1863938,2191-LV2,Level,,,,,,,,,1013882,2022-09-28 04:53:56.000,1015082,2024-05-11 01:33:58.000,N,11272320,2019,Y,Y,Y,,1864350,2204,Level,1008827,English,,,,,,,,,N,,2019-11-14 00:00:00.000,N,,,,,,,,,2019-11-14 00:00:00.000,N,N,N
